number,id,title,youtube,cohort,topic,narrow,theist_speaker,non_theist_speaker,theist_words,non_theist_words,unknown_words,excluded_words,source_words,teaser_spans,source_note,theist_unsupported,theist_protected_slogan,theist_protected_any,theist_borderline_unsupported,theist_borderline_protected,theist_unsupported_with_emotion,non_theist_unsupported,non_theist_protected_slogan,non_theist_protected_any,non_theist_borderline_unsupported,non_theist_borderline_protected,non_theist_unsupported_with_emotion,theist_unsupported_rate,theist_protected_slogan_rate,theist_protected_any_rate,theist_borderline_unsupported_rate,theist_borderline_protected_rate,non_theist_unsupported_rate,non_theist_protected_slogan_rate,non_theist_protected_any_rate,non_theist_borderline_unsupported_rate,non_theist_borderline_protected_rate
150,licona-dillahunty-resurrection-evidence-2017,Mike Licona vs Matt Dillahunty: Was Jesus Raised from the Dead?,https://www.youtube.com/watch?v=IW9w6c2RWmA,earlier,Resurrection & historical evidence,True,Michael Licona,Matt Dillahunty,10524,10785,2446,3238,26993,0,"Reviewed all supplied events E0–E1510. Attribution follows conversational turns rather than ideological content. U marks events containing inseparable speaker changes, including moderator transitions. The transcript has recognition errors, missing speech around E763–E764, and no reliable internal speaker labels; quotations preserve its wording. Findings concern claim use, not factual verification or debate scoring.",1,0,0,0,1,1,0,0,0,0,0,0,0.9502090459901178,0.0,0.0,0.0,0.9502090459901178,0.0,0.0,0.0,0.0,0.0
151,wood-dillahunty-god-secular-humanism-2020,David Wood vs Matt Dillahunty: God or Secular Humanism?,https://www.youtube.com/watch?v=u2SjOn8arv8,earlier,Morality & moral foundations,True,David Wood,Matt Dillahunty,13116,12358,269,1741,27484,0,"Reviewed all supplied events E0–E4027. Attribution follows conversational context rather than ideology or treating the supplied anchors as uninterrupted turns. Several events contain both speakers; these are marked U. The transcript contains apparent transcription errors and lacks speaker labels or audio, limiting certainty at brief interruptions. Quotations preserve the supplied wording. No edited teaser replay was identifiable.",1,1,2,0,0,1,0,0,0,1,1,0,0.7624275693809088,0.7624275693809088,1.5248551387618177,0.0,0.0,0.0,0.0,0.0,0.8091924259588931,0.8091924259588931
152,knechtle-aron-ra-god-existence-2023,Stuart Knechtle vs Aron Ra: Does God Exist?,https://www.youtube.com/watch?v=9r_XAIksLdI,earlier,General theism & naturalism,True,Stuart Knechtle,Aron Ra,6538,9028,2152,12673,30391,0,"Reviewed E0–E4652, including the extended moderator postscript. Annotation uses only the supplied transcript; no audio or external verification. Automatic transcription errors, missing words, and turns sharing one event limit attribution. U marks inseparably mixed or genuinely ambiguous events; identification anchors were checked against local dialogue rather than treated as binding boundaries. Quoted third-party protections are not attributed as the quoting speaker's own commitments.",2,1,1,2,2,2,5,0,2,1,4,5,3.059039461609055,1.5295197308045274,1.5295197308045274,3.059039461609055,3.059039461609055,5.538325210456358,0.0,2.2153300841825434,1.1076650420912717,4.430660168365087
155,turek-shermer-morality-god-science-2015,Frank Turek vs Michael Shermer: Is Morality Better Explained by God or Science?,https://www.youtube.com/watch?v=HKKofNwvt1k,earlier,Morality & moral foundations,True,Frank Turek,Michael Shermer,8244,7994,1553,3403,21194,0,"Reviewed all supplied events E0–E3039. Attribution follows speech in context, not the identification anchors where they encompass speaker changes. The transcript lacks reliable speaker labels and contains transcription errors and overlapping turns; U marks events that cannot be cleanly assigned. Quoted audiovisual evidence is O; no edited teaser replay was identified. Findings concern these particular uses, not the truth of either worldview.",2,0,0,2,1,2,1,0,1,3,2,1,2.42600679281902,0.0,0.0,2.42600679281902,1.21300339640951,1.2509382036527394,0.0,1.2509382036527394,3.7528146109582186,2.501876407305479
156,harris-prager-religion-morality-public-reason-2014,"Sam Harris vs Dennis Prager: Religion, Morality, and Public Reason",https://www.youtube.com/watch?v=elMi_IzlD40,earlier,Morality & moral foundations,True,Dennis Prager,Sam Harris,2579,2071,936,3841,9427,1,"Reviewed all supplied events E0-E1308. Attribution follows conversational turns rather than ideology; U marks event units containing substantive speech from both speakers. Brief acknowledgments do not change the main speaker. The transcript contains recognition errors, interrupted sentences, and an extensive edited replay; no audio was supplied to resolve wording or overlaps. Quotations preserve the supplied text.",2,0,0,0,0,2,0,0,0,0,0,0,7.754943776657619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,dillahunty-howitt-christianity-true-2023,Matt Dillahunty vs Lewis Howitt: Is Christianity True?,https://www.youtube.com/watch?v=13PnL6QyMEw,earlier,"Scripture, revelation & doctrine",True,Lewis Howitt,Matt Dillahunty,11572,5894,969,2575,21010,0,"Reviewed all supplied events, E0–E3123, using only the transcript. Apparent transcription errors and frequent speaker changes within individual events limit attribution; U marks those mixed or genuinely uncertain events. Identification anchors were checked against conversational context: several extend across replies, especially E1126–E1234. No edited teaser replay was identifiable. Findings concern claim use, not the truth or quality of either speaker's overall position.",0,0,2,0,0,0,0,0,0,0,0,0,0.0,0.0,1.7283097131005876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,dillahunty-mclatchie-resurrection-evidence-2020,Matt Dillahunty vs Jonathan McLatchie: Is There Strong Evidence for the Resurrection?,https://www.youtube.com/watch?v=a-wIaCRIdOA,earlier,Resurrection & historical evidence,True,Jonathan McLatchie,Matt Dillahunty,10827,11109,585,5252,27773,0,"Reviewed all supplied events E0–E4822. Attribution follows conversational turns, including corrections to the supplied anchors where events contain interruptions. U marks events containing inseparable speaker changes or genuinely uncertain attribution. O includes procedural speech by either participant and audience questions read aloud. The transcript contains substantial transcription errors, audio losses, and overlapping turns; quotations preserve its wording. No edited debate teasers were identifiable. Later qualifications, especially E3621–E3717, E3822–E3937, E4001–E4034, and E4674–E4696, inform the annotations.",0,0,0,0,0,0,1,0,0,2,2,1,0.0,0.0,0.0,0.0,0.0,0.9001710324961743,0.0,0.0,1.8003420649923485,1.8003420649923485
160,pinker-douthat-do-we-need-god-2026,Steven Pinker vs Ross Douthat: Do We Need God?,https://www.youtube.com/watch?v=3jWCLONu7DM,earlier,Morality & moral foundations,False,Ross Douthat,Steven Pinker,4037,3367,18,1838,9260,2,"Reviewed all supplied events E0–E1543. Attribution uses the supplied text and conversational context; no audio or external verification was available. Brief unidentified interjections and possible overlapping speech remain U. Findings concern these particular uses, not the truth of either speaker's worldview.",0,0,1,1,1,0,1,0,0,0,0,0,0.0,0.0,2.477086945751796,2.477086945751796,2.477086945751796,2.97000297000297,0.0,0.0,0.0,0.0
161,craig-millican-does-god-exist-2011,William Lane Craig vs Peter Millican: Does God Exist?,https://www.youtube.com/watch?v=9JVRy7bR7zI,earlier,General theism & naturalism,True,William Lane Craig,Peter Millican,8546,9849,271,1537,20203,0,"Reviewed all supplied events E0–E3158. The transcript contains recognition errors, lacks speaker labels, and sometimes combines speakers within one event; those inseparable events are U. Attribution follows conversational context. No edited teaser replays were identified. Findings concern these uses of claims, not their ultimate truth.",2,0,1,1,2,1,0,0,0,0,0,0,2.340276152586005,0.0,1.1701380762930025,1.1701380762930025,2.340276152586005,0.0,0.0,0.0,0.0,0.0
162,craig-kagan-god-morality-2009,William Lane Craig vs Shelly Kagan: Is God Necessary for Morality?,https://www.youtube.com/watch?v=Rm2wShHJ2iA,earlier,Morality & moral foundations,True,William Lane Craig,Shelly Kagan,5046,8021,517,573,14157,0,"Reviewed all supplied events, E0–E2075. Attribution follows conversational context rather than ideological content. The transcript contains transcription errors and events spanning speaker changes; these mixed events are marked U. Audio was not supplied or consulted. No identifiable edited teaser replays occur in the retained transcript.",1,1,1,2,0,1,0,0,0,0,0,0,1.9817677368212445,1.9817677368212445,1.9817677368212445,3.963535473642489,0.0,0.0,0.0,0.0,0.0,0.0
163,craig-draper-existence-of-god-1997,William Lane Craig vs Paul Draper: The Existence of God,https://www.youtube.com/watch?v=lK3jVNbG2-s,earlier,General theism & naturalism,True,William Lane Craig,Paul Draper,6213,6690,149,1550,14602,0,"Reviewed all supplied events, E0–E2174. The transcript contains recognition errors and several speaker changes inside single events; these mixed events are marked U. No audio or slides were supplied, and no edited teaser replays were identifiable. The retained text ends during audience questions.",0,0,2,2,2,0,0,0,0,0,0,0,0.0,0.0,3.2190568163528086,3.2190568163528086,3.2190568163528086,0.0,0.0,0.0,0.0,0.0
164,craig-wielenberg-god-morality-2018,William Lane Craig vs Erik Wielenberg: God and Morality,https://www.youtube.com/watch?v=xHhmuqBW6Dw,earlier,Morality & moral foundations,True,William Lane Craig,Erik Wielenberg,7910,8859,25,2334,19128,0,"Reviewed all supplied events E0–E3172. Attribution follows contextual turn transitions; no audio was supplied. The transcript contains recognition errors, including apparent reversals of 'theism' and 'atheism'. Exact quotations preserve the supplied wording. Mixed transition events are marked U where speakers cannot be separated at event level. No edited teaser replays were identifiable.",0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1287955751213454,0.0,0.0
165,craig-rosenberg-faith-god-reasonable-2013,William Lane Craig vs Alex Rosenberg: Is Faith in God Reasonable?,https://www.youtube.com/watch?v=bhfkhq-CM84,earlier,General theism & naturalism,True,William Lane Craig,Alex Rosenberg,9272,8635,0,5078,22985,0,"Reviewed all supplied events E0–E1836. Attribution follows explicit speaker labels and turn continuity. Standalone audience reactions and housekeeping are O; reactions embedded in substantive speech remain with that speaker. The transcript contains apparent transcription errors; quotations preserve its wording. No audio or external sources were consulted, and claims about scholarship or earlier debates were not independently verified.",0,0,1,0,0,0,0,0,0,1,0,0,0.0,0.0,1.0785159620362381,0.0,0.0,0.0,0.0,0.0,1.1580775911986103,0.0
166,craig-atkins-does-god-exist-2011,William Lane Craig vs Peter Atkins: Does God Exist?,https://www.youtube.com/watch?v=Ssq-S5M8wsY,earlier,General theism & naturalism,True,William Lane Craig,Peter Atkins,6989,5893,287,1767,14936,0,"Reviewed all supplied events E0–E2363. This annotation uses only the supplied transcript, which contains transcription errors and several events spanning speaker changes. U marks those mixed events or genuinely uncertain short interjections. Exact quotations preserve the transcript's wording. No edited teaser replay was identifiable.",0,0,2,0,0,0,3,1,3,1,3,3,0.0,0.0,2.8616397195593075,0.0,0.0,5.09078567792296,1.696928559307653,5.09078567792296,1.696928559307653,5.09078567792296
167,craig-shook-existence-god-2008,William Lane Craig vs John Shook: The Existence of God,https://www.youtube.com/watch?v=L3FOgiASYY0,earlier,General theism & naturalism,True,William Lane Craig,John Shook,8861,9537,17,2567,20982,0,"Reviewed all supplied events E0–E1885. This is transcript-only annotation; several passages contain transcription errors, abrupt transitions, and overlapping fragments. Attribution follows conversational continuity rather than ideology; genuinely ambiguous fragments are U. No identifiable edited teaser replays occur in the supplied text. Quotations of hypothetical evidence-proof theologians are not attributed as commitments of either primary speaker.",0,0,2,1,1,0,0,0,1,0,0,0,0.0,0.0,2.257081593499605,1.1285407967498025,1.1285407967498025,0.0,0.0,1.0485477613505294,0.0,0.0
168,craig-krauss-evidence-god-2012,William Lane Craig vs Lawrence Krauss: Is There Evidence for God?,https://www.youtube.com/watch?v=TqANWuXQ3Z0,earlier,"Cosmology, science & design",True,William Lane Craig,Lawrence Krauss,8871,11073,277,1843,22064,0,"Reviewed all supplied events E0–E3300. This is a transcript-only annotation; apparent transcription errors are preserved in quotations. Some events contain speaker changes and receive U. No identifiable edited teaser replays occur. Scientific and historical claims were assessed for their argumentative use, without external fact-checking.",0,0,0,0,0,0,2,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,1.8061952497064933,0.0,0.0,0.9030976248532466,0.0
169,lennox-krauss-universe-god-question-2013,"John Lennox vs Lawrence Krauss: Science, the Universe, and the God Question",https://www.youtube.com/watch?v=yotpTOKLZ00,earlier,"Cosmology, science & design",True,John Lennox,Lawrence Krauss,3293,4136,173,6968,14570,1,"Reviewed E0–E2204. Attribution follows conversational turns rather than the broader identification anchors, several of which contain interruptions. U marks mixed or genuinely ambiguous events. Transcript errors and missing speaker labels limit certainty, especially during cross-talk. Documentary inserts at E246–E274, E526–E535, E826–E876 and E1250–E1301 are external source material, classified O rather than primary-speaker debate speech. No confirmed replay of later debate speech was identified. Post-debate listener correspondence is O.",1,1,1,0,0,0,1,0,1,1,1,1,3.0367446097783177,3.0367446097783177,3.0367446097783177,0.0,0.0,2.4177949709864603,0.0,2.4177949709864603,2.4177949709864603,2.4177949709864603
170,singer-lennox-is-there-god-2011,Peter Singer vs John Lennox: Is There a God?,https://www.youtube.com/watch?v=HoTILnpd3q8,earlier,General theism & naturalism,True,John Lennox,Peter Singer,7471,7164,295,1042,15972,0,"Reviewed all supplied events E0–E2307. The transcript contains recognition errors and merges some speaker changes within single events; those events are marked U where inseparable. Quotations preserve supplied wording. No edited teaser replays were identifiable. Findings concern claim use, not debate scores or the truth of either worldview.",0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.3385089010841922,0.0,0.0,0.0,0.0,0.0,0.0
171,hitchens-blair-religion-force-good-2010,Christopher Hitchens vs Tony Blair: Is Religion a Force for Good in the World?,https://www.youtube.com/watch?v=nbEyhU-L3iE,earlier,"Religion, culture & meaning",False,Tony Blair,Christopher Hitchens,6319,7246,30,2642,16237,0,"Reviewed E0–E2796 using only the supplied transcript. Findings concern textual argument uses, not factual verification or debate scoring. Transcription errors and missing speaker labels limit attribution at a few transitions; inseparably mixed events are marked U. No edited teaser replays were identifiable.",0,0,3,4,4,0,2,0,1,1,1,2,0.0,0.0,4.747586643456243,6.330115524608324,6.330115524608324,2.7601435274634283,0.0,1.3800717637317141,1.3800717637317141,1.3800717637317141
172,hitchens-mcgrath-religious-belief-2007,Christopher Hitchens vs Alister McGrath: Poison or Cure? Religious Belief in the Modern World,https://www.youtube.com/watch?v=Xc0kbM4tBYE,earlier,"Religion, culture & meaning",False,Alister McGrath,Christopher Hitchens,6398,8285,314,1992,16989,0,"Reviewed all supplied events. Annotation uses only this transcript; apparent transcription errors are preserved in quotations. Several events combine speaker turns and are labeled U. The abrupt transition at E1327 may reflect omitted material, but no edited replay is identifiable. Context references may extend to later qualifications.",1,1,1,1,1,1,5,2,4,1,1,5,1.5629884338855893,1.5629884338855893,1.5629884338855893,1.5629884338855893,1.5629884338855893,6.035003017501508,2.4140012070006036,4.828002414001207,1.2070006035003018,1.2070006035003018
175,oppy-pearce-is-there-a-god-2022,Graham Oppy vs Kenny Pearce: Is There a God?,https://www.youtube.com/watch?v=SyhMlwsQuqc,earlier,General theism & naturalism,True,Kenny Pearce,Graham Oppy,6964,3538,158,1621,12281,0,"Reviewed all supplied events E0–E2273. The transcript contains transcription errors, unlabelled interjections, and events spanning speaker changes; attribution uses U where these cannot be separated reliably. E1980–E2022 is attributed to O despite the supplied A anchor: the speaker explicitly resumes the moderator's earlier question about apparent randomness at E1754–E1783. No edited teaser replays were identifiable. No episode clearly or genuinely uncertainly met the requested unsupported-slogan or explicit criticism-protection criteria after considering supporting arguments and qualifications.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,ehrman-peter-williams-gospels-historically-reliable-2018,Bart Ehrman vs Peter J. Williams: Are the Gospels Historically Reliable?,https://www.youtube.com/watch?v=foLI3KGbMnk,earlier,"Scripture, revelation & doctrine",False,Peter J. Williams,Bart Ehrman,5378,6970,1667,3081,17096,0,"Reviewed all supplied events, E0–E2373. Attribution follows conversational context rather than ideology. The transcript contains recognition errors and several events combining speaker turns; these are marked U where inseparable. No audio was supplied. Introductory biography is excluded. No identifiable edited replay appears in the supplied text.",0,0,0,0,0,0,1,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,1.4347202295552368,0.0,0.0,0.0,1.4347202295552368
177,ehrman-wallace-trust-text-new-testament-2011,Bart Ehrman vs Daniel B. Wallace: Can We Trust the Text of the New Testament?,https://www.youtube.com/watch?v=WRHjZCKRIu4,earlier,"Scripture, revelation & doctrine",False,Daniel B. Wallace,Bart Ehrman,8710,8254,181,3634,20779,0,"Reviewed all supplied events, E0–E3026. The transcript contains recognition errors, missing visual material, and several events joining different speakers; those mixed events are marked U. Closing audience interviews are O. No edited teaser replay was identifiable. No episode clearly or genuinely uncertainly met the requested unsupported-slogan or explicit-protection criteria: recurrent assertions about knowledge, probability, and moderation accompany substantive arguments and later qualifications.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,ehrman-licona-who-wrote-gospels-2025,Bart Ehrman vs Michael Licona: Who Wrote the Gospels?,https://www.youtube.com/watch?v=xTCPigOQabY,earlier,"Scripture, revelation & doctrine",False,Michael Licona,Bart Ehrman,8155,8888,2277,2975,22295,0,Reviewed all supplied events E0–E1285. Attribution follows conversational turns rather than the supplied anchors where those anchors include exchanges. U marks events containing inseparable speaker changes or genuinely ambiguous speech. The transcript has substantial transcription errors and no within-event speaker boundaries; quotations preserve its wording. No identifiable edited teaser replay appears.,0,0,1,0,0,0,0,0,0,2,2,0,0.0,0.0,1.226241569589209,0.0,0.0,0.0,0.0,0.0,2.25022502250225,2.25022502250225
179,craig-ehrman-historical-evidence-resurrection-2006,William Lane Craig vs Bart Ehrman: Is There Historical Evidence for the Resurrection?,https://www.youtube.com/watch?v=MW5_nJYSKyk,earlier,Resurrection & historical evidence,True,William Lane Craig,Bart Ehrman,7778,8576,129,1172,17655,0,"Reviewed all supplied events 0–2709. Attribution follows speech context, including mixed-speaker boundary events. The transcript contains transcription errors, music markers, and incomplete audience questions; no audio or external sources were consulted. No identifiable edited teaser replays were found.",0,0,0,0,0,0,2,2,5,1,1,2,0.0,0.0,0.0,0.0,0.0,2.332089552238806,2.332089552238806,5.830223880597015,1.166044776119403,1.166044776119403
181,habermas-flew-did-jesus-rise-dead-2000,Gary Habermas vs Antony Flew: Did Jesus Rise from the Dead?,https://www.youtube.com/watch?v=Ksa8uGe21rw,earlier,Resurrection & historical evidence,True,Gary Habermas,Antony Flew,8737,2086,1109,3979,15911,1,"Reviewed all supplied events 0–2219. Attribution follows conversational context rather than ideology or anchors alone. U marks event-level speaker mixtures that cannot receive one exclusive speaker label. The transcript contains transcription errors and several turns without explicit speaker labels; no audio was supplied for verification. The announced audience questions are absent. The giraffe illustration at 1760–1775 appears to be the moderator's intervention, despite the supplied broad A anchor.",1,0,0,0,0,1,0,0,0,0,0,0,1.1445576284765937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,ruse-rana-origin-life-evolution-design-2013,Michael Ruse vs Fuz Rana: Evolution or Design at Life's Origin?,https://www.youtube.com/watch?v=2CnZ3n8I5b8,earlier,"Cosmology, science & design",True,Fuz Rana,Michael Ruse,8440,9151,13,4760,22364,0,"Reviewed all supplied events E0–E3046. Attribution follows conversational turns, with housekeeping and audience reactions excluded. Several events contain inseparable brief speaker overlaps. The transcript contains apparent transcription errors; quotations retain its wording. No edited teaser replays were identifiable. Scientific and biblical claims were assessed for their argumentative use, not independently verified.",0,0,0,2,2,0,0,0,2,1,1,0,0.0,0.0,0.0,2.3696682464454977,2.3696682464454977,0.0,0.0,2.1855534914217025,1.0927767457108513,1.0927767457108513
194,swinburne-millican-does-god-exist-2022,Richard Swinburne vs Peter Millican: Does God Exist?,https://www.youtube.com/watch?v=FcNR4vJdcE4,earlier,General theism & naturalism,True,Richard Swinburne,Peter Millican,5034,3554,0,949,9537,0,"Reviewed all supplied events E0–E1625. Attribution follows speaking turns and substantive content, with housekeeping and unrelated biography excluded. The transcript contains transcription errors, mixed timing exchanges, and a truncated final argument; audio and referenced handouts were not supplied. Quotations preserve the supplied wording. No edited teaser replay was identifiable.",0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,1.986491855383393,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,russell-copleston-existence-of-god-1948,Bertrand Russell vs Frederick Copleston: Does God Exist?,https://www.youtube.com/watch?v=wMsbD1L5IlQ,earlier,General theism & naturalism,True,Frederick Copleston,Bertrand Russell,5282,3553,262,0,9097,0,"Reviewed all supplied events, E0–E1419. The transcript contains substantial transcription errors and events crossing speaker changes; these mixed events are marked U. Attribution follows conversational turns rather than treating identification anchors as uninterrupted speaker blocks. No edited teaser was identifiable. No confirmed unsupported slogan was found; one genuinely uncertain case of protection is recorded.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,huemer-rasmussen-god-existence-2026,Michael Huemer vs Joshua Rasmussen: Does God Exist?,https://www.youtube.com/watch?v=0-8n2SGFSL8,later,General theism & naturalism,True,Josh Rasmussen,Michael Huemer,8241,8718,77,1284,18320,0,"Reviewed all supplied events, E0–E2731, using only the transcript. No edited replays were identifiable. Speaker changes sometimes occur within an event; those events are marked U. Attribution follows conversational context where an anchor spans a change, notably E2220–E2235. Transcription errors and the absence of audio limit certainty at brief overlaps.",1,1,1,0,0,1,0,0,0,0,0,0,1.2134449702705983,1.2134449702705983,1.2134449702705983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,mcgilchrist-seth-consciousness-god-2026,Iain McGilchrist vs Anil Seth: Does Consciousness Point to God?,https://www.youtube.com/watch?v=hdhTpkGggK0,later,"Mind, reason & logic",True,Iain McGilchrist,Anil Seth,6929,7888,474,5133,20424,1,"Reviewed all supplied events E0–E3329. Attribution follows conversational context, not ideological content. U marks events containing inseparable speaker changes or unresolved attribution; brief interjections within events also receive U. Relevant autobiographical accounts of spiritual experience remain substantive speech; unrelated career history and closing courtesies are O. The transcript contains recognition errors and lacks reliable speaker labels; no audio or external evidence was consulted. Findings concern textual uses, not the truth of the underlying theories.",0,0,1,1,1,0,0,0,0,1,0,0,0.0,0.0,1.4432096983691731,1.4432096983691731,1.4432096983691731,0.0,0.0,0.0,1.2677484787018256,0.0
198,ferrer-dillahunty-god-morality-2018,John Ferrer vs Matt Dillahunty: Do We Need God for Morality?,https://www.youtube.com/watch?v=EigYzeXngq4,later,Morality & moral foundations,True,John Ferrer,Matt Dillahunty,7897,9224,577,3190,20888,0,"Reviewed all supplied events, E0–E3007. This is annotation of the supplied transcript, without audio verification. Automatic transcription errors and events containing speaker changes limit exact attribution; U marks inseparably mixed or genuinely unclear events. Quoted third-party speech is not treated as the quoting speaker's own proof. No identifiable edited teaser replays occur.",0,0,2,1,1,0,0,0,1,0,0,0,0.0,0.0,2.5326073192351526,1.2663036596175763,1.2663036596175763,0.0,0.0,1.0841283607979184,0.0,0.0
200,craig-stenger-god-existence-2010,William Lane Craig vs Victor Stenger: Does God Exist?,https://www.youtube.com/watch?v=EjOs62PJciI,later,General theism & naturalism,True,William Lane Craig,Victor Stenger,8459,7894,220,2652,19225,2,"Reviewed all supplied events. The transcript contains recognition errors, missing question material, and events spanning speaker changes; these mixed events are marked U. Two apparent internal editorial replays are excluded below; neither is an opening teaser. Their precise boundaries cannot be verified without audio. No confirmed unsupported slogan was identified. The candidates concern genuinely uncertain protection against criticism, not debate scores or the truth of the underlying positions.",0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,dawkins-lennox-god-delusion-2007,Is Belief in God a Delusion? Richard Dawkins vs. John Lennox,https://www.youtube.com/watch?v=zF5bPI92-5o,later,General theism & naturalism,True,John Lennox,Richard Dawkins,6220,6052,86,2912,15270,0,"Reviewed all supplied events, E0–E2366. Attribution follows conversational turns, including substantive arguments within autobiographical openings. The transcript lacks speaker labels and contains transcription errors, clipped speech, and several mixed events; these limit certainty at brief exchanges. No edited replay of later substantive speech can be positively identified. Opening fragments and closing incidental conversation are excluded where appropriate.",0,0,0,0,0,0,1,0,0,1,1,1,0.0,0.0,0.0,0.0,0.0,1.6523463317911433,0.0,0.0,1.6523463317911433,1.6523463317911433
203,craig-flew-god-existence-1998,Does God Exist? William Lane Craig vs. Antony Flew,https://www.youtube.com/watch?v=NixhL0CoH2s,later,General theism & naturalism,True,William Lane Craig,Antony Flew,6993,5361,34,321,12709,0,"Reviewed all supplied events E0–E1898. The transcript contains transcription errors and several events crossing speaker boundaries; these are retained without correction. Attribution uses turn context, with U for inseparably mixed transitions. No edited teaser replays were identifiable. Findings concern claim use, not the truth of the speakers' conclusions.",1,0,0,0,1,1,0,0,0,0,0,0,1.43000143000143,0.0,0.0,0.0,1.43000143000143,0.0,0.0,0.0,0.0,0.0
204,singer-dsouza-morality-without-god-2008,Can There Be Morality Without God? Dinesh D'Souza vs. Peter Singer,https://www.youtube.com/watch?v=jcwWliq8PDI,later,Morality & moral foundations,True,Dinesh D'Souza,Peter Singer,8859,6872,268,1925,17924,0,"Reviewed all supplied events, E0–E2605. This is transcript-only annotation; apparent transcription errors are preserved in quotations. Some events contain speaker changes that cannot be separated at event resolution and are labeled U. Introductions, thanks, procedural banter, and audience sounds are O. No edited teaser replay was identifiable.",1,0,4,1,1,1,0,0,0,0,0,0,1.1287955751213454,0.0,4.515182300485382,1.1287955751213454,1.1287955751213454,0.0,0.0,0.0,0.0,0.0
205,horn-watkins-god-existence-2021,Does God Exist? Trent Horn vs. Ben Watkins,https://www.youtube.com/watch?v=GTPwaU3JAU8,later,General theism & naturalism,True,Trent Horn,Ben Watkins,10725,8475,421,3901,23522,0,"Reviewed all supplied events E0–E3805. Attribution follows conversational turns, not ideological content. Some events contain speaker changes within one caption and are marked U. The supplied text contains transcription errors and lacks reliable speaker labels; no audio or external sources were consulted. No edited teaser replays were identifiable.",0,0,3,0,0,0,0,0,0,1,0,0,0.0,0.0,2.797202797202797,0.0,0.0,0.0,0.0,0.0,1.1799410029498525,0.0
206,williams-dawkins-god-science-reality-2026,"God, Science and the Poetry of Reality: Rowan Williams vs. Richard Dawkins",https://www.youtube.com/watch?v=udxloyjbtIE,later,"Cosmology, science & design",True,Rowan Williams,Richard Dawkins,5735,4468,584,4802,15589,1,"Reviewed all supplied events E0–E2791. Attribution follows conversational context rather than the approximate identification anchors. Several events contain speaker changes within one caption and are marked U. Missing punctuation, apparent transcription errors, and unidentified brief interjections limit precision; no audio was supplied. The candidates below are uncertain cases, not confirmed unsupported or criticism-resistant slogans.",0,0,0,1,1,0,0,0,0,1,0,0,0.0,0.0,0.0,1.7436791630340018,1.7436791630340018,0.0,0.0,0.0,2.2381378692927485,0.0
207,peterson-dawkins-memes-archetypes-truth-2024,"Memes, Archetypes, and Religious Truth: Jordan Peterson vs. Richard Dawkins",https://www.youtube.com/watch?v=8wBtFNj_o5k,later,"Religion, culture & meaning",False,Jordan Peterson,Richard Dawkins,9094,2705,1343,2750,15892,1,"Reviewed all supplied events E0–E2348. Attribution follows conversational context rather than viewpoint. The transcript lacks speaker labels, contains recognition errors, and frequently combines speakers within one event; those mixed events are U. Advertisements and editorial material are O. The interruption around E703 leaves missing context. The advertised continuation is not supplied. Quotations preserve the supplied wording.",2,0,0,0,1,2,0,0,0,0,0,0,2.1992522542335604,0.0,0.0,0.0,1.0996261271167802,0.0,0.0,0.0,0.0,0.0
209,oconnor-ruegger-divine-hiddenness-loving-god-2022,Divine Hiddenness and a Loving God: Alex O'Connor vs. Lukas Ruegger,https://www.youtube.com/watch?v=1Vc1AiY_0Ts,later,"Evil, suffering & hiddenness",True,Lukas Ruegger,Alex O'Connor,4506,8467,406,4805,18184,1,"Reviewed all supplied events E0–E2745. Attribution follows conversational turns rather than ideology; U marks events containing inseparable speaker transitions or uncertain interjections. The transcript lacks speaker labels and contains apparent transcription errors. O includes Max Baker-Hytch's substantive postscript contributions because he is neither primary speaker. Candidates below are uncertain episodes, not confirmed unsupported slogans.",0,0,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1810558639423645,1.1810558639423645
