debate_number,debate_id,title,label,motion,side,speaker,opponent,score,opponent_score,cohort,margin,generation_adjusted_score
148,baggett-dillahunty-moral-argument-2018,David Baggett vs Matt Dillahunty: The Moral Argument for God,"Moral authority, God, and secular ethics","Do objective moral facts, moral knowledge, moral transformation, and moral rationality make theism a better explanation than secular ethical theories?",con,Matt Dillahunty,David Baggett,86,85,closed,1,85.5085248234426
150,licona-dillahunty-resurrection-evidence-2017,Mike Licona vs Matt Dillahunty: Was Jesus Raised from the Dead?,"Miracles, resurrection, and historical evidence","Did Jesus rise from the dead, and can historical evidence plus allegedly supernatural phenomena justify that conclusion?",pro,Michael Licona,Matt Dillahunty,79,88,closed,-9,78.5085248234426
150,licona-dillahunty-resurrection-evidence-2017,Mike Licona vs Matt Dillahunty: Was Jesus Raised from the Dead?,"Miracles, resurrection, and historical evidence","Did Jesus rise from the dead, and can historical evidence plus allegedly supernatural phenomena justify that conclusion?",con,Matt Dillahunty,Michael Licona,88,79,closed,9,87.5085248234426
151,wood-dillahunty-god-secular-humanism-2020,David Wood vs Matt Dillahunty: God or Secular Humanism?,Moral obligation and human flourishing,Which gives a better foundation for ethics: God or secular humanism?,pro,David Wood,Matt Dillahunty,79,84,closed,-5,78.5085248234426
151,wood-dillahunty-god-secular-humanism-2020,David Wood vs Matt Dillahunty: God or Secular Humanism?,Moral obligation and human flourishing,Which gives a better foundation for ethics: God or secular humanism?,con,Matt Dillahunty,David Wood,84,79,closed,5,83.5085248234426
152,knechtle-aron-ra-god-existence-2023,Stuart Knechtle vs Aron Ra: Does God Exist?,"Design, logic, and God","Does God exist, and do design, morality, logic, and experience support that conclusion?",pro,Stuart Knechtle,Aron Ra,71,78,closed,-7,70.5085248234426
152,knechtle-aron-ra-god-existence-2023,Stuart Knechtle vs Aron Ra: Does God Exist?,"Design, logic, and God","Does God exist, and do design, morality, logic, and experience support that conclusion?",con,Aron Ra,Stuart Knechtle,78,71,closed,7,77.5085248234426
153,oconnor-carter-free-will-determinism-2024,Alex O'Connor vs Dr Alex Carter: Free Will and Determinism,Free will and compatibilism,"Do determinism and unchosen desires eliminate free will, or can determined agents be free when acting voluntarily and without coercion?",pro,Alex O'Connor,Alex Carter,79,82,closed,-3,78.5085248234426
153,oconnor-carter-free-will-determinism-2024,Alex O'Connor vs Dr Alex Carter: Free Will and Determinism,Free will and compatibilism,"Do determinism and unchosen desires eliminate free will, or can determined agents be free when acting voluntarily and without coercion?",con,Alex Carter,Alex O'Connor,82,79,closed,3,81.5085248234426
155,turek-shermer-morality-god-science-2015,Frank Turek vs Michael Shermer: Is Morality Better Explained by God or Science?,Moral objectivity and divine grounding,"Is objective morality better explained by God as its personal ground, or by science, evolution, and human flourishing?",pro,Frank Turek,Michael Shermer,76,79,closed,-3,75.5085248234426
155,turek-shermer-morality-god-science-2015,Frank Turek vs Michael Shermer: Is Morality Better Explained by God or Science?,Moral objectivity and divine grounding,"Is objective morality better explained by God as its personal ground, or by science, evolution, and human flourishing?",con,Michael Shermer,Frank Turek,79,76,closed,3,78.5085248234426
156,harris-prager-religion-morality-public-reason-2014,"Sam Harris vs Dennis Prager: Religion, Morality, and Public Reason","Religion, moral reasoning, and social order","Does religious belief better ground moral knowledge and identify social evil, or can secular ethical realism guide moral progress without sacred texts?",pro,Dennis Prager,Sam Harris,70,81,closed,-11,69.5085248234426
156,harris-prager-religion-morality-public-reason-2014,"Sam Harris vs Dennis Prager: Religion, Morality, and Public Reason","Religion, moral reasoning, and social order","Does religious belief better ground moral knowledge and identify social evil, or can secular ethical realism guide moral progress without sacred texts?",con,Sam Harris,Dennis Prager,81,70,closed,11,80.5085248234426
157,dillahunty-howitt-christianity-true-2023,Matt Dillahunty vs Lewis Howitt: Is Christianity True?,"Logic, reason, and divine grounding","Is Christianity true, and do the grounding of logic, a necessary cause, divine hiddenness, and the relation of reason to revelation support or undermine it?",pro,Lewis Howitt,Matt Dillahunty,71,88,closed,-17,70.5085248234426
157,dillahunty-howitt-christianity-true-2023,Matt Dillahunty vs Lewis Howitt: Is Christianity True?,"Logic, reason, and divine grounding","Is Christianity true, and do the grounding of logic, a necessary cause, divine hiddenness, and the relation of reason to revelation support or undermine it?",con,Matt Dillahunty,Lewis Howitt,88,71,closed,17,87.5085248234426
158,dillahunty-mclatchie-resurrection-evidence-2020,Matt Dillahunty vs Jonathan McLatchie: Is There Strong Evidence for the Resurrection?,"Resurrection, testimony, and history","Is there strong historical evidence that Jesus rose from the dead, or are the surviving Christian reports too indirect and insufficiently testable to establish a resurrection?",pro,Jonathan McLatchie,Matt Dillahunty,78,83,closed,-5,77.5085248234426
158,dillahunty-mclatchie-resurrection-evidence-2020,Matt Dillahunty vs Jonathan McLatchie: Is There Strong Evidence for the Resurrection?,"Resurrection, testimony, and history","Is there strong historical evidence that Jesus rose from the dead, or are the surviving Christian reports too indirect and insufficiently testable to establish a resurrection?",con,Matt Dillahunty,Jonathan McLatchie,83,78,closed,5,82.5085248234426
159,wood-aron-ra-naturalism-2023,David Wood vs Aron Ra: Is Naturalism True?,"Naturalism, evolution, and rationality","Is naturalism true, or does an evolutionary naturalist account of human cognition undermine the rational confidence required to affirm naturalism?",pro,David Wood,Aron Ra,81,79,closed,2,80.5085248234426
159,wood-aron-ra-naturalism-2023,David Wood vs Aron Ra: Is Naturalism True?,"Naturalism, evolution, and rationality","Is naturalism true, or does an evolutionary naturalist account of human cognition undermine the rational confidence required to affirm naturalism?",con,Aron Ra,David Wood,79,81,closed,-2,78.5085248234426
160,pinker-douthat-do-we-need-god-2026,Steven Pinker vs Ross Douthat: Do We Need God?,"Religion, secularism, and human flourishing","Are people and societies better off with belief in God, or can secular reason and institutions provide morality, purpose, and social cooperation more effectively?",pro,Ross Douthat,Steven Pinker,80,85,closed,-5,79.5085248234426
160,pinker-douthat-do-we-need-god-2026,Steven Pinker vs Ross Douthat: Do We Need God?,"Religion, secularism, and human flourishing","Are people and societies better off with belief in God, or can secular reason and institutions provide morality, purpose, and social cooperation more effectively?",con,Steven Pinker,Ross Douthat,85,80,closed,5,84.5085248234426
161,craig-millican-does-god-exist-2011,William Lane Craig vs Peter Millican: Does God Exist?,God and skeptical empiricism,"Does the evidence from cosmology, fine-tuning, morality, Jesus' resurrection, and religious experience make Christian theism more reasonable than skeptical atheism?",pro,William Lane Craig,Peter Millican,75,87,closed,-12,74.5085248234426
161,craig-millican-does-god-exist-2011,William Lane Craig vs Peter Millican: Does God Exist?,God and skeptical empiricism,"Does the evidence from cosmology, fine-tuning, morality, Jesus' resurrection, and religious experience make Christian theism more reasonable than skeptical atheism?",con,Peter Millican,William Lane Craig,87,75,closed,12,86.5085248234426
162,craig-kagan-god-morality-2009,William Lane Craig vs Shelly Kagan: Is God Necessary for Morality?,Moral grounding and ultimate accountability,"Is God necessary for objective moral values, duties, human significance, and accountability, or can a secular moral realism provide an adequate foundation?",pro,William Lane Craig,Shelly Kagan,76,85,closed,-9,75.5085248234426
162,craig-kagan-god-morality-2009,William Lane Craig vs Shelly Kagan: Is God Necessary for Morality?,Moral grounding and ultimate accountability,"Is God necessary for objective moral values, duties, human significance, and accountability, or can a secular moral realism provide an adequate foundation?",con,Shelly Kagan,William Lane Craig,85,76,closed,9,84.5085248234426
163,craig-draper-existence-of-god-1997,William Lane Craig vs Paul Draper: The Existence of God,God and comparative evidence,"Does the total evidence concerning the universe, life, morality, Jesus, religious experience, suffering, and hiddenness favor theism over naturalism?",pro,William Lane Craig,Paul Draper,78,85,closed,-7,77.5085248234426
163,craig-draper-existence-of-god-1997,William Lane Craig vs Paul Draper: The Existence of God,God and comparative evidence,"Does the total evidence concerning the universe, life, morality, Jesus, religious experience, suffering, and hiddenness favor theism over naturalism?",con,Paul Draper,William Lane Craig,85,78,closed,7,84.5085248234426
164,craig-wielenberg-god-morality-2018,William Lane Craig vs Erik Wielenberg: God and Morality,Moral realism and divine authority,What is the best account of objective moral values and duties: the nature and commands of God or godless normative realism?,pro,William Lane Craig,Erik Wielenberg,80,84,closed,-4,79.5085248234426
164,craig-wielenberg-god-morality-2018,William Lane Craig vs Erik Wielenberg: God and Morality,Moral realism and divine authority,What is the best account of objective moral values and duties: the nature and commands of God or godless normative realism?,con,Erik Wielenberg,William Lane Craig,84,80,closed,4,83.5085248234426
165,craig-rosenberg-faith-god-reasonable-2013,William Lane Craig vs Alex Rosenberg: Is Faith in God Reasonable?,"Theism, naturalism, and reasonable belief",Is belief in the personal God of classical theism intellectually reasonable?,pro,William Lane Craig,Alex Rosenberg,81,76,closed,5,80.5085248234426
165,craig-rosenberg-faith-god-reasonable-2013,William Lane Craig vs Alex Rosenberg: Is Faith in God Reasonable?,"Theism, naturalism, and reasonable belief",Is belief in the personal God of classical theism intellectually reasonable?,con,Alex Rosenberg,William Lane Craig,76,81,closed,-5,75.5085248234426
166,craig-atkins-does-god-exist-2011,William Lane Craig vs Peter Atkins: Does God Exist?,Theistic arguments and scientific naturalism,Does God exist as the transcendent personal cause and moral foundation of reality?,pro,William Lane Craig,Peter Atkins,83,73,closed,10,82.5085248234426
166,craig-atkins-does-god-exist-2011,William Lane Craig vs Peter Atkins: Does God Exist?,Theistic arguments and scientific naturalism,Does God exist as the transcendent personal cause and moral foundation of reality?,con,Peter Atkins,William Lane Craig,73,83,closed,-10,72.5085248234426
167,craig-shook-existence-god-2008,William Lane Craig vs John Shook: The Existence of God,"Naturalism, supernaturalism, and explanatory bridges","Does the available philosophical, scientific, moral, historical, and experiential evidence support God's existence?",pro,William Lane Craig,John Shook,76,83,closed,-7,75.5085248234426
167,craig-shook-existence-god-2008,William Lane Craig vs John Shook: The Existence of God,"Naturalism, supernaturalism, and explanatory bridges","Does the available philosophical, scientific, moral, historical, and experiential evidence support God's existence?",con,John Shook,William Lane Craig,83,76,closed,7,82.5085248234426
168,craig-krauss-evidence-god-2012,William Lane Craig vs Lawrence Krauss: Is There Evidence for God?,"Evidence, cosmology, and divine explanation","Does the greater weight of philosophical, scientific, moral, and historical evidence support God's existence?",pro,William Lane Craig,Lawrence Krauss,83,81,closed,2,82.5085248234426
168,craig-krauss-evidence-god-2012,William Lane Craig vs Lawrence Krauss: Is There Evidence for God?,"Evidence, cosmology, and divine explanation","Does the greater weight of philosophical, scientific, moral, and historical evidence support God's existence?",con,Lawrence Krauss,William Lane Craig,81,83,closed,-2,80.5085248234426
169,lennox-krauss-universe-god-question-2013,"John Lennox vs Lawrence Krauss: Science, the Universe, and the God Question","Cosmology, fine-tuning, and explanatory scope","Do modern cosmology, fine-tuning, and the universe's existence support a divine mind or a self-contained natural account?",pro,John Lennox,Lawrence Krauss,76,84,closed,-8,75.5085248234426
169,lennox-krauss-universe-god-question-2013,"John Lennox vs Lawrence Krauss: Science, the Universe, and the God Question","Cosmology, fine-tuning, and explanatory scope","Do modern cosmology, fine-tuning, and the universe's existence support a divine mind or a self-contained natural account?",con,Lawrence Krauss,John Lennox,84,76,closed,8,83.5085248234426
170,singer-lennox-is-there-god-2011,Peter Singer vs John Lennox: Is There a God?,"Reason, morality, suffering, and resurrection","Given science, human rationality, morality, suffering, and the historical claims about Jesus, is belief in the biblical God rational?",pro,John Lennox,Peter Singer,75,86,closed,-11,74.5085248234426
170,singer-lennox-is-there-god-2011,Peter Singer vs John Lennox: Is There a God?,"Reason, morality, suffering, and resurrection","Given science, human rationality, morality, suffering, and the historical claims about Jesus, is belief in the biblical God rational?",con,Peter Singer,John Lennox,86,75,closed,11,85.5085248234426
171,hitchens-blair-religion-force-good-2010,Christopher Hitchens vs Tony Blair: Is Religion a Force for Good in the World?,Religion's social benefits and harms,"On balance, is religion a force for good in the world?",pro,Tony Blair,Christopher Hitchens,83,85,closed,-2,82.5085248234426
171,hitchens-blair-religion-force-good-2010,Christopher Hitchens vs Tony Blair: Is Religion a Force for Good in the World?,Religion's social benefits and harms,"On balance, is religion a force for good in the world?",con,Christopher Hitchens,Tony Blair,85,83,closed,2,84.5085248234426
172,hitchens-mcgrath-religious-belief-2007,Christopher Hitchens vs Alister McGrath: Poison or Cure? Religious Belief in the Modern World,"Religious truth, morality, violence, and meaning","Is religious belief in the modern world intellectually credible and morally constructive, or is it an evidentially unsupported source of coercion and harm?",pro,Alister McGrath,Christopher Hitchens,80,80,closed,0,79.5085248234426
172,hitchens-mcgrath-religious-belief-2007,Christopher Hitchens vs Alister McGrath: Poison or Cure? Religious Belief in the Modern World,"Religious truth, morality, violence, and meaning","Is religious belief in the modern world intellectually credible and morally constructive, or is it an evidentially unsupported source of coercion and harm?",con,Christopher Hitchens,Alister McGrath,80,80,closed,0,79.5085248234426
175,oppy-pearce-is-there-a-god-2022,Graham Oppy vs Kenny Pearce: Is There a God?,Theism and naturalistic explanation,Does theism offer a better overall explanation of reality than naturalism?,pro,Kenny Pearce,Graham Oppy,84,88,closed,-4,83.5085248234426
175,oppy-pearce-is-there-a-god-2022,Graham Oppy vs Kenny Pearce: Is There a God?,Theism and naturalistic explanation,Does theism offer a better overall explanation of reality than naturalism?,con,Graham Oppy,Kenny Pearce,88,84,closed,4,87.5085248234426
176,ehrman-peter-williams-gospels-historically-reliable-2018,Bart Ehrman vs Peter J. Williams: Are the Gospels Historically Reliable?,Historical reliability of the Gospels,"Are the canonical Gospels historically reliable accounts of Jesus' life, teaching, death, and resurrection?",pro,Peter J. Williams,Bart Ehrman,83,86,closed,-3,82.5085248234426
176,ehrman-peter-williams-gospels-historically-reliable-2018,Bart Ehrman vs Peter J. Williams: Are the Gospels Historically Reliable?,Historical reliability of the Gospels,"Are the canonical Gospels historically reliable accounts of Jesus' life, teaching, death, and resurrection?",con,Bart Ehrman,Peter J. Williams,86,83,closed,3,85.5085248234426
177,ehrman-wallace-trust-text-new-testament-2011,Bart Ehrman vs Daniel B. Wallace: Can We Trust the Text of the New Testament?,New Testament textual reconstruction,Can textual criticism recover the wording of the original New Testament with enough confidence for the text to be trusted?,pro,Daniel B. Wallace,Bart Ehrman,83,88,closed,-5,82.5085248234426
177,ehrman-wallace-trust-text-new-testament-2011,Bart Ehrman vs Daniel B. Wallace: Can We Trust the Text of the New Testament?,New Testament textual reconstruction,Can textual criticism recover the wording of the original New Testament with enough confidence for the text to be trusted?,con,Bart Ehrman,Daniel B. Wallace,88,83,closed,5,87.5085248234426
178,ehrman-licona-who-wrote-gospels-2025,Bart Ehrman vs Michael Licona: Who Wrote the Gospels?,Authorship of the canonical Gospels,"Were the canonical Gospels written by, or under the authority of, Matthew, Mark, Luke, and John?",pro,Michael Licona,Bart Ehrman,81,87,closed,-6,80.5085248234426
178,ehrman-licona-who-wrote-gospels-2025,Bart Ehrman vs Michael Licona: Who Wrote the Gospels?,Authorship of the canonical Gospels,"Were the canonical Gospels written by, or under the authority of, Matthew, Mark, Luke, and John?",con,Bart Ehrman,Michael Licona,87,81,closed,6,86.5085248234426
179,craig-ehrman-historical-evidence-resurrection-2006,William Lane Craig vs Bart Ehrman: Is There Historical Evidence for the Resurrection?,Historical evidence for Jesus' resurrection,Does the historical evidence make Jesus' bodily resurrection the best explanation of what followed his crucifixion?,pro,William Lane Craig,Bart Ehrman,84,83,closed,1,83.5085248234426
179,craig-ehrman-historical-evidence-resurrection-2006,William Lane Craig vs Bart Ehrman: Is There Historical Evidence for the Resurrection?,Historical evidence for Jesus' resurrection,Does the historical evidence make Jesus' bodily resurrection the best explanation of what followed his crucifixion?,con,Bart Ehrman,William Lane Craig,83,84,closed,-1,82.5085248234426
180,ally-licona-did-jesus-rise-dead-2004,Shabir Ally vs Michael Licona: Did Jesus Rise from the Dead?,The bodily resurrection of Jesus,Does the historical evidence establish that Jesus physically rose from the dead?,pro,Michael Licona,Shabir Ally,83,85,closed,-2,82.5085248234426
180,ally-licona-did-jesus-rise-dead-2004,Shabir Ally vs Michael Licona: Did Jesus Rise from the Dead?,The bodily resurrection of Jesus,Does the historical evidence establish that Jesus physically rose from the dead?,con,Shabir Ally,Michael Licona,85,83,closed,2,84.5085248234426
181,habermas-flew-did-jesus-rise-dead-2000,Gary Habermas vs Antony Flew: Did Jesus Rise from the Dead?,Historical and philosophical evidence for resurrection,Does the historical evidence make Jesus' bodily resurrection a rational conclusion?,pro,Gary Habermas,Antony Flew,87,86,closed,1,86.5085248234426
181,habermas-flew-did-jesus-rise-dead-2000,Gary Habermas vs Antony Flew: Did Jesus Rise from the Dead?,Historical and philosophical evidence for resurrection,Does the historical evidence make Jesus' bodily resurrection a rational conclusion?,con,Antony Flew,Gary Habermas,86,87,closed,-1,85.5085248234426
182,white-ally-sin-salvation-quran-bible-2013,James White vs Shabir Ally: Sin and Salvation in the Qur'an and the Bible,"Sin, forgiveness, and salvation",Which account of sin and salvation—the Qur'an's direct forgiveness and moral accounting or the Bible's grace through Christ's atonement—is more coherent and scripturally grounded?,pro,James White,Shabir Ally,79,79,closed,0,78.5085248234426
182,white-ally-sin-salvation-quran-bible-2013,James White vs Shabir Ally: Sin and Salvation in the Qur'an and the Bible,"Sin, forgiveness, and salvation",Which account of sin and salvation—the Qur'an's direct forgiveness and moral accounting or the Bible's grace through Christ's atonement—is more coherent and scripturally grounded?,con,Shabir Ally,James White,79,79,closed,0,78.5085248234426
183,enoch-clarke-doane-moral-realism-objectivity-2026,David Enoch vs Justin Clarke-Doane: Moral Realism and Objectivity,Moral realism and normative objectivity,Can stance-independent moral facts genuinely vindicate normative objectivity by settling what agents should do?,pro,David Enoch,Justin Clarke-Doane,84,88,closed,-4,83.5085248234426
183,enoch-clarke-doane-moral-realism-objectivity-2026,David Enoch vs Justin Clarke-Doane: Moral Realism and Objectivity,Moral realism and normative objectivity,Can stance-independent moral facts genuinely vindicate normative objectivity by settling what agents should do?,con,Justin Clarke-Doane,David Enoch,88,84,closed,4,87.5085248234426
185,dennett-caruso-free-will-responsibility-2021,Daniel Dennett vs Gregg Caruso: Free Will and Moral Responsibility,"Compatibilism, desert, and punishment","Does the natural human capacity for reasons-responsive control justify free will, moral desert, and responsibility practices?",pro,Daniel Dennett,Gregg Caruso,79,89,closed,-10,78.5085248234426
185,dennett-caruso-free-will-responsibility-2021,Daniel Dennett vs Gregg Caruso: Free Will and Moral Responsibility,"Compatibilism, desert, and punishment","Does the natural human capacity for reasons-responsive control justify free will, moral desert, and responsibility practices?",con,Gregg Caruso,Daniel Dennett,89,79,closed,10,88.5085248234426
186,huemer-sapolsky-free-will-determinism-2024,Michael Huemer vs Robert Sapolsky: Does Free Will Exist—and Does It Matter?,"Agency, biological causation, and responsibility","Do people sometimes control which of multiple genuinely available actions occurs, and does that freedom justify responsibility?",pro,Michael Huemer,Robert Sapolsky,83,80,closed,3,82.5085248234426
186,huemer-sapolsky-free-will-determinism-2024,Michael Huemer vs Robert Sapolsky: Does Free Will Exist—and Does It Matter?,"Agency, biological causation, and responsibility","Do people sometimes control which of multiple genuinely available actions occurs, and does that freedom justify responsibility?",con,Robert Sapolsky,Michael Huemer,80,83,closed,-3,79.5085248234426
187,ward-dennett-more-than-matter-2019,Keith Ward vs Daniel Dennett: Are We More Than Matter?,"Mind, consciousness, purpose, and free will","Are consciousness, personal identity, purpose, value, and free agency irreducible to the physical world?",pro,Keith Ward,Daniel Dennett,76,83,closed,-7,75.5085248234426
187,ward-dennett-more-than-matter-2019,Keith Ward vs Daniel Dennett: Are We More Than Matter?,"Mind, consciousness, purpose, and free will","Are consciousness, personal identity, purpose, value, and free agency irreducible to the physical world?",con,Daniel Dennett,Keith Ward,83,76,closed,7,82.5085248234426
188,kastrup-blackmore-consciousness-idealism-2023,Bernardo Kastrup vs Susan Blackmore: What Is Consciousness?,"Analytic idealism, neutral monism, and the self-model",Is consciousness the ontological foundation of reality rather than an emergent property of matter?,pro,Bernardo Kastrup,Susan Blackmore,83,86,closed,-3,82.5085248234426
188,kastrup-blackmore-consciousness-idealism-2023,Bernardo Kastrup vs Susan Blackmore: What Is Consciousness?,"Analytic idealism, neutral monism, and the self-model",Is consciousness the ontological foundation of reality rather than an emergent property of matter?,con,Susan Blackmore,Bernardo Kastrup,86,83,closed,3,85.5085248234426
189,tour-cronin-origin-of-life-2020,James Tour vs Lee Cronin: Are We Close to Discovering the Origin of Life?,Origin of life chemistry and evidential overstatement,Does current origin-of-life research substantially overstate how close it is to explaining the emergence of life?,pro,James Tour,Lee Cronin,82,80,closed,2,81.5085248234426
189,tour-cronin-origin-of-life-2020,James Tour vs Lee Cronin: Are We Close to Discovering the Origin of Life?,Origin of life chemistry and evidential overstatement,Does current origin-of-life research substantially overstate how close it is to explaining the emergence of life?,con,Lee Cronin,James Tour,80,82,closed,-2,79.5085248234426
190,huemer-oppy-souls-personal-identity-2022,Michael Huemer vs Graham Oppy: Do Souls Exist?,"Mind, souls, and personal identity",Do conscious persons possess nonphysical mental substances that can survive bodily death?,pro,Michael Huemer,Graham Oppy,76,84,closed,-8,75.5085248234426
190,huemer-oppy-souls-personal-identity-2022,Michael Huemer vs Graham Oppy: Do Souls Exist?,"Mind, souls, and personal identity",Do conscious persons possess nonphysical mental substances that can survive bodily death?,con,Graham Oppy,Michael Huemer,84,76,closed,8,83.5085248234426
191,ruse-rana-origin-life-evolution-design-2013,Michael Ruse vs Fuz Rana: Evolution or Design at Life's Origin?,Origin of life and cellular design,Are natural processes sufficient to explain the origin of life and the complexity of the cell?,pro,Michael Ruse,Fuz Rana,82,81,closed,1,81.5085248234426
191,ruse-rana-origin-life-evolution-design-2013,Michael Ruse vs Fuz Rana: Evolution or Design at Life's Origin?,Origin of life and cellular design,Are natural processes sufficient to explain the origin of life and the complexity of the cell?,con,Fuz Rana,Michael Ruse,81,82,closed,-1,80.5085248234426
192,tour-swamidass-origin-life-chemistry-2020,James Tour vs S. Joshua Swamidass: How Close Is Origin-of-Life Science?,Prebiotic chemistry and scientific agnosticism,Has science come meaningfully close to explaining how life first arose from nonliving chemistry?,pro,James Tour,S. Joshua Swamidass,80,78,closed,2,79.5085248234426
192,tour-swamidass-origin-life-chemistry-2020,James Tour vs S. Joshua Swamidass: How Close Is Origin-of-Life Science?,Prebiotic chemistry and scientific agnosticism,Has science come meaningfully close to explaining how life first arose from nonliving chemistry?,con,S. Joshua Swamidass,James Tour,78,80,closed,-2,77.5085248234426
193,crossan-licona-historical-jesus-2018,John Dominic Crossan vs Michael Licona: Who Was the Historical Jesus?,"Gospels, miracles, identity, and resurrection","What can historians verify about Jesus, and do the sources support his divine identity and bodily resurrection?",pro,John Dominic Crossan,Michael Licona,82,84,closed,-2,81.5085248234426
193,crossan-licona-historical-jesus-2018,John Dominic Crossan vs Michael Licona: Who Was the Historical Jesus?,"Gospels, miracles, identity, and resurrection","What can historians verify about Jesus, and do the sources support his divine identity and bodily resurrection?",con,Michael Licona,John Dominic Crossan,84,82,closed,2,83.5085248234426
194,swinburne-millican-does-god-exist-2022,Richard Swinburne vs Peter Millican: Does God Exist?,"Simplicity, cosmic order, and evil",Is God the simplest and most probable explanation of the universe and its general features?,pro,Richard Swinburne,Peter Millican,81,88,closed,-7,80.5085248234426
194,swinburne-millican-does-god-exist-2022,Richard Swinburne vs Peter Millican: Does God Exist?,"Simplicity, cosmic order, and evil",Is God the simplest and most probable explanation of the universe and its general features?,con,Peter Millican,Richard Swinburne,88,81,closed,7,87.5085248234426
195,russell-copleston-existence-of-god-1948,Bertrand Russell vs Frederick Copleston: Does God Exist?,"Contingency, experience, and morality","Can God's existence be established through contingency, religious experience, or moral obligation?",pro,Frederick Copleston,Bertrand Russell,78,80,closed,-2,77.5085248234426
195,russell-copleston-existence-of-god-1948,Bertrand Russell vs Frederick Copleston: Does God Exist?,"Contingency, experience, and morality","Can God's existence be established through contingency, religious experience, or moral obligation?",con,Bertrand Russell,Frederick Copleston,80,78,closed,2,79.5085248234426
196,huemer-rasmussen-god-existence-2026,Michael Huemer vs Joshua Rasmussen: Does God Exist?,"God, infinity, and explanatory comparison",Does God exist?,pro,Josh Rasmussen,Michael Huemer,77,79,standalone,-2,79.66588050314465
196,huemer-rasmussen-god-existence-2026,Michael Huemer vs Joshua Rasmussen: Does God Exist?,"God, infinity, and explanatory comparison",Does God exist?,con,Michael Huemer,Josh Rasmussen,79,77,standalone,2,81.66588050314465
197,mcgilchrist-seth-consciousness-god-2026,Iain McGilchrist vs Anil Seth: Does Consciousness Point to God?,"Consciousness, purpose, and God",Does consciousness fundamentally pervade reality and point toward God?,pro,Iain McGilchrist,Anil Seth,74,83,standalone,-9,76.66588050314465
197,mcgilchrist-seth-consciousness-god-2026,Iain McGilchrist vs Anil Seth: Does Consciousness Point to God?,"Consciousness, purpose, and God",Does consciousness fundamentally pervade reality and point toward God?,con,Anil Seth,Iain McGilchrist,83,74,standalone,9,85.66588050314465
198,ferrer-dillahunty-god-morality-2018,John Ferrer vs Matt Dillahunty: Do We Need God for Morality?,God and the foundations of morality,Do we need God for morality?,pro,John Ferrer,Matt Dillahunty,67,83,standalone,-16,69.66588050314465
198,ferrer-dillahunty-god-morality-2018,John Ferrer vs Matt Dillahunty: Do We Need God for Morality?,God and the foundations of morality,Do we need God for morality?,con,Matt Dillahunty,John Ferrer,83,67,standalone,16,85.66588050314465
199,crummett-watkins-soul-existence-2020,Dustin Crummett vs Ben Watkins: Does the Soul Exist?,Soul and mind–body identity,Does the soul exist?,pro,Dustin Crummett,Ben Watkins,82,81,standalone,1,84.66588050314465
199,crummett-watkins-soul-existence-2020,Dustin Crummett vs Ben Watkins: Does the Soul Exist?,Soul and mind–body identity,Does the soul exist?,con,Ben Watkins,Dustin Crummett,81,82,standalone,-1,83.66588050314465
200,craig-stenger-god-existence-2010,William Lane Craig vs Victor Stenger: Does God Exist?,God and scientific naturalism,Does God exist?,pro,William Lane Craig,Victor Stenger,76,69,standalone,7,78.66588050314465
200,craig-stenger-god-existence-2010,William Lane Craig vs Victor Stenger: Does God Exist?,God and scientific naturalism,Does God exist?,con,Victor Stenger,William Lane Craig,69,76,standalone,-7,71.66588050314465
201,hernandez-dillahunty-soul-existence-2015,Does the Soul Exist? Eric Hernandez vs. Matt Dillahunty (2015),"Soul, mind, and physical personhood",Does the soul exist?,pro,Eric Hernandez,Matt Dillahunty,68,82,standalone,-14,70.66588050314465
201,hernandez-dillahunty-soul-existence-2015,Does the Soul Exist? Eric Hernandez vs. Matt Dillahunty (2015),"Soul, mind, and physical personhood",Does the soul exist?,con,Matt Dillahunty,Eric Hernandez,82,68,standalone,14,84.66588050314465
202,dawkins-lennox-god-delusion-2007,Is Belief in God a Delusion? Richard Dawkins vs. John Lennox (2007),The God Delusion and Christian theism,Is belief in the Christian God a delusion?,pro,Richard Dawkins,John Lennox,76,72,standalone,4,78.66588050314465
202,dawkins-lennox-god-delusion-2007,Is Belief in God a Delusion? Richard Dawkins vs. John Lennox (2007),The God Delusion and Christian theism,Is belief in the Christian God a delusion?,con,John Lennox,Richard Dawkins,72,76,standalone,-4,74.66588050314465
203,craig-flew-god-existence-1998,Does God Exist? William Lane Craig vs. Antony Flew (1998),Evidence for and against God's existence,Does God exist?,pro,William Lane Craig,Antony Flew,74,77,standalone,-3,76.66588050314465
203,craig-flew-god-existence-1998,Does God Exist? William Lane Craig vs. Antony Flew (1998),Evidence for and against God's existence,Does God exist?,con,Antony Flew,William Lane Craig,77,74,standalone,3,79.66588050314465
204,singer-dsouza-morality-without-god-2008,Can There Be Morality Without God? Dinesh D'Souza vs. Peter Singer (2008),Morality without God,Can there be morality without God?,pro,Dinesh D'Souza,Peter Singer,71,81,standalone,-10,73.66588050314465
204,singer-dsouza-morality-without-god-2008,Can There Be Morality Without God? Dinesh D'Souza vs. Peter Singer (2008),Morality without God,Can there be morality without God?,con,Peter Singer,Dinesh D'Souza,81,71,standalone,10,83.66588050314465
